question,golden_answers,golden_law_context,golden_case_context,top_k_law_statutes,top_k_case_statutes,any_correct_law_retrieved,any_correct_case_retrieved,any_correct_retrieved
"Maria, a Mexican citizen, entered the United States on a TD visa, which required her to maintain a foreign residence and not intend to establish permanent residence. She later began the process of seeking lawful permanent resident status through a Petition for Alien Relative filed by her U.S. citizen sister. While this petition was pending, she filed for dissolution of her marriage in an Arizona court. The trial court dismissed her petition, ruling that her TD visa status, and the federal law associated with it, legally precluded her from establishing domicile in Arizona. Is the trial court's dismissal of her divorce petition on the basis of federal preemption correct?","No, the trial court's dismissal of Maria's divorce petition based on federal preemption is incorrect. The Arizona Court of Appeals vacated the dismissal, holding that federal law does not prevent a holder of a TN or TD visa from establishing an Arizona domicile if they have begun seeking an immigrant visa or adjustment of status that could lead to permanent residency. Congress contemplated that these visa holders might be able to establish a United States domicile by following these processes. Allowing an Arizona court to exercise jurisdiction in this dissolution proceeding would not alter Maria's immigration status or limit remedies under federal immigration law. The case was remanded to the trial court to determine whether Maria satisfies the domicile requirement under Arizona law by weighing relevant factors, including her immigration status and intent.",,,,,,,
"A Special Immigrant Juvenile (SIJ) status applicant, whose I-360 petition was revoked by USCIS because it was received on his 21st birthday instead of before, challenges the revocation. He alleges (1) that USCIS's regulations for filing, which do not permit same-day electronic or hand delivery for I-360 petitions, are unreasonable under the APA, (2) that the agency's 16-month delay between approving and then revoking his petition was unreasonable under the APA, and (3) that the inability to file electronically, unlike other applicants, violates his constitutional rights under the Equal Protection and Due Process Clauses. To what extent does a U.S. District Court have subject matter jurisdiction to review these claims?","A U.S. District Court has jurisdiction to review the plaintiff’s Administrative Procedure Act (APA) claim challenging the reasonableness of USCIS’s regulations on filing petitions seeking special immigrant juvenile status and the implementation of those regulations, because the statutory delegation of authority to promulgate such regulations is not found within the INA subchapter that contains jurisdiction-stripping provisions. However, the court lacks subject matter jurisdiction to review the plaintiff’s APA claim that the agency unreasonably delayed in revoking the petition, as 8 U.S.C. § 1155 grants the Secretary unlimited discretion regarding the timing of revocation decisions (""at any time""). The court also lacks jurisdiction to consider the plaintiff’s constitutional claims (Equal Protection and Due Process), as jurisdiction for such claims rests exclusively with the circuit courts of appeal under 8 U.S.C. § 1252(a)(2)(D).",,,,,,,
"A Special Immigrant Juvenile (SIJ) status applicant had their I-360 visa petition revoked by USCIS because they filed on their 21st birthday, instead of before, as required by agency regulations. The applicant challenges the revocation under the Administrative Procedure Act (APA), alleging unreasonable filing requirements and unreasonable delay in revocation, and also brings Equal Protection and Due Process claims. Based on the provided federal court decision, which of these claims may proceed in the District Court, and which are subject to jurisdictional bars?","The court has jurisdiction to review the applicant's APA claim challenging the reasonableness of USCIS's regulations on filing petitions seeking special immigrant juvenile status and the implementation of those regulations. However, the court lacks jurisdiction over the applicant's APA claim insofar as it alleges that the revocation of the petition was arbitrary and capricious because the agency unreasonably delayed in taking such action. Additionally, the court lacks jurisdiction over the applicant's constitutional claims (Equal Protection and Due Process), which rest exclusively with the circuit courts of appeal. The court will hold the constitutional claims in abeyance, allowing the applicant to decide whether to transfer them to the D.C. Circuit now or later.",,,,,,,
"An individual in removal proceedings, who has a U.S. citizen spouse with chronic health conditions like high cholesterol and asthma, files a motion to reopen her case to apply for cancellation of removal, asserting that her removal would cause ""exceptional and extremely unusual hardship"" to her spouse. She also argues that the Board of Immigration Appeals (BIA) applied an incorrect legal standard in evaluating her prima facie eligibility for relief. How should a U.S. Court of Appeals rule on the petition for review?","The U.S. Court of Appeals should deny the petition for review. The court would find that the BIA did not abuse its discretion by determining that the individual failed to establish prima facie eligibility for cancellation of removal, as the spouse's conditions (high cholesterol and asthma) and associated emotional hardship were not shown to be ""exceptional and extremely unusual hardship"" beyond what is normally expected from the deportation of an alien with close family members. Furthermore, the court would conclude that the BIA did not abuse its discretion by applying an incorrect legal standard, as the record indicates the BIA and the Immigration Judge (IJ) used the ""reasonable likelihood"" standard, citing relevant precedent, despite not explicitly expounding upon it. The individual's claim regarding the rescission of her in absentia removal order would be considered forfeited.",,,,,,,
"Under what circumstances may a U.S. District Court deny a prevailing party's motion for attorney's fees under the Equal Access to Justice Act (EAJA) due to insufficient proof of financial eligibility, even when an affidavit from the party attests to meeting the statutory net worth requirement?","A U.S. District Court may deny in part, without prejudice, a motion for attorney's fees under the EAJA when a prevailing party's affidavit asserting compliance with the $2,000,000 net worth requirement is insufficient, particularly when challenged by defendants citing record evidence that suggests a potentially higher net worth. While an affidavit can be an efficient way to present evidence of net worth, the court must assess the entire record to determine if the financial eligibility burden of proof is met. If the record contains significant information about the party's finances—such as ownership stakes in corporations with substantial assets, past income, or declared net worth figures—that raises concerns about the accuracy of a bare affidavit, the party must provide additional documentation regarding their assets and liabilities to reconcile the affidavit with the balance of the record. Failure to do so, by not providing documentation that aligns with or explains away conflicting record evidence, constitutes a failure to meet the burden of proof, leading the court to deny the motion without prejudice and potentially order supplemental briefing.",,,,,,,
"An employer seeks an H-1B visa for a ""Vice President of Strategic Planning"" role, requiring a bachelor's degree in Business Administration or a closely related field. U.S. Citizenship and Immigration Services (USCIS) denied the petition, stating that a generalized business administration degree does not meet the ""specific specialty"" requirement for a ""specialty occupation."" The employer challenges this denial, arguing that USCIS misinterpreted the regulatory standard and abused its discretion. Should the court uphold USCIS's denial?","Yes, the court should uphold USCIS's denial. USCIS did not err in interpreting the specialty occupation criteria to require a degree in a ""specific specialty that is directly related to the proffered position,"" reading the regulation in conjunction with the Immigration and Nationality Act. A generalized bachelor's degree in business administration, which covers a diverse and general range of operations and academic programs, is not considered a ""specific specialty"" to qualify a position as a specialty occupation. Vision Builders failed to show that the position normally requires a specialized degree, that such a requirement is common in the industry among similar organizations (providing no evidence of similarity), or that the position is so complex or unique that it *only* requires an individual with a specialized degree, as its duties were deemed generic. Furthermore, as this was a new position for Vision Builders, it could not demonstrate what it ""normally requires"" for the role.",,,,,,,
"An asylum seeker, Mr. X, claims he fears torture if returned to his home country. He alleges that he was severely beaten and robbed by two uniformed police officers who forcibly entered his home, accusing him of a crime they knew he did not commit, and explicitly stated they were doing so because Mr. X had previously reported a corrupt local official. Mr. X states these officers were known for taking bribes and acting on personal vendettas, and that the government often claims such officers are ""rogue agents"" not acting officially. Will Mr. X's claim likely satisfy the ""official capacity"" requirement for protection under the Convention Against Torture (CAT) regulations, based on the actions of these officers?","Yes, Mr. X's claim regarding the actions of the uniformed police officers will likely satisfy the ""official capacity"" requirement for protection under the CAT regulations. Under Department of Justice regulations implementing the CAT, an act constitutes ""torture"" only if it is inflicted or approved by a public official or other person ""acting in an official capacity,"" which means acting ""under color of law."" The ""under color of law"" standard is the *only* standard to apply; the concept of a distinct ""rogue official"" standard is rejected as risking confusion. The standard draws no categorical distinction between the acts of low- and high-level officials. An official acts ""under color of law"" when they exercise power possessed by virtue of law and made possible only because they were clothed with the authority of law. This often involves the misuse of authority, where an official uses their official authority to fulfill personal objectives. Therefore, even if the officers were motivated by personal vendettas or were considered ""corrupt, low-level agents,"" their actions would still be ""under color of law"" if they misused their power as police officers, clothed with the authority of law, to inflict the harm. The relevant question is whether they acted under color of law, not whether they were ""rogue"" in the sense of not serving the interests of the entire government.",,,,,,,
"Can an annulled marriage, previously determined to be for the purpose of evading immigration laws, be used to deny a subsequent I-360 self-petition filed under VAWA, even if the petitioner demonstrates battery or extreme cruelty in the later marriage?","Yes, the annulled marriage can still bar approval of a subsequent I-360 petition. The court affirmed that the plaintiff's I-360 Petition was properly denied under 8 U.S.C. § 1154(c) because he previously sought immediate relative status based on a marriage (to A-G-) determined to have been entered into for the purpose of evading immigration laws. The annulment did not negate his intent at the time of the marriage. Additionally, even if the plaintiff could overcome the 204(c) bar, the petition would still be denied because he failed to show by a preponderance of the evidence that he entered into his marriage to R-D- in good faith, which is an independent eligibility requirement for the I-360 petition.",,,,,,,
"Can an asylum applicant challenge the Board of Immigration Appeals' (BIA) decision not to refer their case to a three-member panel, or argue that the BIA was biased for not requiring the government to file a brief, or claim a due process violation because a single BIA member rendered a decision that effectively precludes reversal of an immigration judge's order without an intervening change in law?","No. The court lacks jurisdiction to review the BIA's discretionary decision not to refer a case to a three-member panel because there are no meaningful standards to judge the agency's exercise of discretion. Furthermore, the BIA's decision not to require the government to file briefing does not establish bias, as regulations allow both parties to forgo filing briefs. Finally, the court rejected the argument that a single-member BIA panel decision, which cannot reverse an immigration judge's order unless plainly consistent with and required by an intervening change in law, violates due process. This is because referral to a three-member panel is discretionary, meaning no liberty interest is at stake, and agencies have discretion to fashion their own rules of procedure. The court also noted that raw asylum grant statistics do not support a finding of due process denial.",,,,,,,
"A lawful permanent resident seeking naturalization was convicted of conspiracy to commit wire fraud, causing a loss of over $10,000. The sentencing for this offense was less than one year of imprisonment. Can this conviction be deemed an ""aggravated felony"" under 8 U.S.C. § 1101(a)(43)(M)(i), thus precluding naturalization due to a lack of good moral character, even if the offense might also be classified as a ""theft offense"" under § 1101(a)(43)(G) which requires a minimum one-year imprisonment term?","Yes, the conviction can be deemed an aggravated felony. The Third Circuit Court of Appeals has expressly overruled the ""hybrid offense"" theory established in *Nugent v. Ashcroft*. An offense that ""involves fraud or deceit in which the loss to the victim or victims exceeds $10,000"" is an aggravated felony under 8 U.S.C. § 1101(a)(43)(M)(i) regardless of whether it also meets the requirements of any other subparagraph, such as the one-year imprisonment threshold for ""theft offenses"" under § 1101(a)(43)(G). Each subparagraph of § 1101(a)(43) lays out a separate aggravated felony, and there is no indication in the statute that an offense must satisfy multiple subparagraphs. Therefore, a conviction for conspiracy to commit wire fraud with a stipulated loss exceeding $10,000 qualifies as an aggravated felony under § 1101(a)(43)(M)(i), precluding a finding of good moral character for naturalization.",,,,,,,
"A rancher whose property is near the U.S. southern border experienced significant damage, including lost cattle profits, depleted water, and trash, directly linked to a dramatic increase in illegal immigration following the Department of Homeland Security's (DHS) decisions to halt border wall construction and terminate the Migrant Protection Protocols (MPP) without conducting environmental analyses. Does this rancher have legal standing to challenge DHS's actions, and would DHS be found in violation of the National Environmental Policy Act (NEPA)?","Yes, the rancher (Steven Smith) has standing to sue, and DHS would be found in violation of NEPA.
The Court found that Smith suffered concrete and particularized injuries, including lost profits from cattle that ingested trash, depleted water reserves due to migrants tying down float systems in water troughs, and trespass with detritus left behind by migrants. These harms are considered concrete ""monetary injury"" or bear a close relationship to harms traditionally recognized in American courts. His testimony about experiencing these injuries almost daily in the last three years, in contrast to a couple of times a month during the previous administration, was found credible.
Causation was established through an ""enticement theory"" with three links supported by a preponderance of the evidence:
1.  **Relaxed Policies:** DHS's decisions to halt border wall construction and terminate MPP relaxed deterrents and consequences for illegal immigration, reversing a 27-year proven border security strategy and effectively ""unsecuring the border almost overnight,"" according to expert testimony from former senior border officials.
2.  **Responsive Migrants:** Migrants reacted predictably to these relaxed policies, leading to a sharp uptick in illegal immigration, which overwhelmed Border Patrol resources nationwide and diverted manpower away from areas like the Tucson Sector, where Smith lives, thus increasing unpatrolled areas.
3.  **Related Harms:** This dramatic increase in illegal immigration directly led to the increased migrant traffic on Smith’s land, causing the damage to his property, water, and cattle.
The Court concluded that both the cessation of border wall construction and the rescission of MPP constituted ""major Federal actions"" under NEPA, requiring environmental analysis. DHS concededly failed to perform this analysis, thus acting ""without observance of procedure required by law"" in violation of NEPA.",,,,,,,
"An individual applies for an EB-5 visa, having invested capital in a new commercial enterprise. Their investment agreement includes a ""call option,"" which grants the company the choice to buy out the investor's interest at a specified price after certain conditions are met, but does not give the investor any right to demand repayment. USCIS denies the EB-5 petition, asserting that the call option means the investor's capital is not ""at risk"" and thus constitutes a prohibited debt arrangement. Is USCIS's denial likely to be upheld as consistent with federal law and prior agency decisions?","No, USCIS's denial based solely on the presence of a call option that does not grant the investor a right to demand repayment is unlikely to be upheld. The court found that USCIS acted in an arbitrary and capricious manner when it declared investors ineligible for visas due to call options, concluding that such options do not provide investors with any right to repayment and therefore still place their capital at risk. The court distinguished a call option (a right held by the company) from a sell option (a right held by the investor, which *does* make capital not at risk), finding that USCIS's interpretation stretched the rationale of *Matter of Izummi* and conflicted with the plain language of the regulations. Therefore, the denial, which lacks a rational connection between the facts and the choice made, would likely be set aside.",,,,,,,
"A U-visa applicant, whose application has been pending for over four years, files a lawsuit against USCIS alleging unreasonable delay in determining their eligibility for the U-visa waitlist and failure to issue interim employment authorization documents (EAD). The applicant cites a 2011 regulation mandating EAD adjudication within 90 days or the issuance of interim documents. The government moves to dismiss all claims, arguing lack of subject matter jurisdiction under IIRIRA provisions (8 U.S.C. §§ 1252(g), 1252(a)(5), and 1252(a)(2)(B)(ii)) and failure to state a claim, further contending that the 2011 EAD regulation was repealed in 2017 and therefore does not apply. How should the court rule on these claims?","The court should rule as follows:
1.  **Jurisdiction under 8 U.S.C. §§ 1252(g) and 1252(a)(5):** The court possesses subject matter jurisdiction over the complaint. These IIRIRA provisions do not apply because the plaintiff is not challenging the commencement, adjudication, or execution of a removal order, nor seeking review of a removal order. Instead, the claims challenge the government's delay in adjudicating U-visa waitlist eligibility and work authorization.
2.  **Unreasonable Delay in U-Visa Waitlist Eligibility (APA & Mandamus):**
    *   **Jurisdiction:** The court has jurisdiction under 8 U.S.C. § 1252(a)(2)(B)(ii). Determining eligibility for the U-visa waitlist is a mandatory assessment, not a discretionary decision specified by statute, as 8 C.F.R. § 214.14(d)(2) requires eligible petitioners to be placed on the waitlist.
    *   **Merits (Failure to State a Claim):** The plaintiff fails to state a claim for unreasonable delay. While the four-year delay is substantial and several ""TRAC test"" factors favor the plaintiff (e.g., sense of Congress for 180-day processing, human welfare interests, prejudice by delay), the D.C. Circuit precedent places significant weight on the ""competing priorities"" factor. A judicial order expediting this single application would merely shift the plaintiff ahead of thousands of other equally worthy applicants, creating more unfairness than it would remedy, and would interfere with the agency's resource allocation, which is a matter for the political branches.
3.  **Failure to Adjudicate EAD under 8 U.S.C. § 1184(p)(6) (APA & Mandamus):** The court lacks subject matter jurisdiction over this claim. The statute explicitly states that ""The Secretary may grant work authorization,"" indicating a purely discretionary decision. Therefore, 8 U.S.C. § 1252(a)(2)(B)(ii) strips the court of jurisdiction to review the Secretary's handling of such discretionary EAD requests, and there is no clear duty to act required for APA or mandamus relief.
4.  **Failure to Issue Interim Work Authorization under 8 C.F.R. § 274a.13(d) (2011) (APA & Mandamus):**
    *   **Applicable Regulation:** The 2011 version of 8 C.F.R. § 274a.13(d) applies. It was in effect when the plaintiff filed their application in June 2016 and when the 90-day adjudication period expired in September 2016. Applying the later-effective 2017 repeal retroactively would strip the plaintiff of a vested right to interim work authorization, which is impermissible without express congressional authorization.
    *   **Jurisdiction:** The court has jurisdiction. The 2011 regulation's language (""USCIS will adjudicate... within 90 days... Failure to complete the adjudication within 90 days will result in the grant..."") creates a clear, mandatory duty for the agency to either adjudicate or issue interim EAD, making it a discrete agency action required to be taken under the APA. Judicial review is not precluded by 8 U.S.C. § 1252(a)(2)(B)(ii) as that section applies only to statutory, not regulatory, discretion.
    *   **Merits (Stated a Claim):** The plaintiff has stated a claim for agency action unlawfully withheld. The plain language of the 2011 regulation requires adjudication or issuance of interim EAD within 90 days of receipt, which the agency failed to do. The agency's interpretation that the 90-day clock begins only after a threshold determination on an underlying benefit has no support in the regulation's text and is contradicted by the agency's own reasons for repealing the rule.
5.  **Challenge to Repeal of 8 C.F.R. § 274a.13(d) (2011) without Notice-and-Comment:** This claim is dismissed. The plaintiff failed to respond to the defendants' arguments in opposition, thereby conceding the issue. Furthermore, the complaint lacked factual allegations supporting the claim, and the Federal Register documentation shows that the agency followed proper notice-and-comment procedures for the repeal.",,,,,,,
"A group of nonimmigrant visa applicants filed a lawsuit against U.S. Citizenship and Immigration Services (USCIS) in the U.S. District Court for the District of Columbia, alleging unreasonable delays in the adjudication of their applications for extension of status and/or work authorization due to a new biometrics policy. Some plaintiffs' applications are adjudicated during the pendency of the lawsuit, while others remain pending at a USCIS service center located in the Northern District of Texas. What procedural actions will the D.C. District Court likely take regarding the claims of the plaintiffs?","The D.C. District Court will dismiss as moot the claims of those plaintiffs whose applications have been adjudicated since the suit was filed, due to lack of subject matter jurisdiction. For the remaining plaintiffs whose applications are still awaiting adjudication, the court will transfer their claims to the Northern District of Texas, where the relevant USCIS service center is located. This transfer is deemed appropriate because the transferee district is where the decision-making process for their applications occurs, and factors such as convenience of parties and witnesses, the interest of justice, and the location of evidence weigh in favor of transfer.",,,,,,,
"An immigration advocacy group, similar to the American Immigration Council, seeks records from U.S. Customs and Border Protection (CBP), U.S. Citizenship and Immigration Services (USCIS), and the Department of Homeland Security (DHS) regarding a program where CBP agents conducted credible fear interviews. The group specifically requested records related to training materials, supervision protocols, and grant/denial rates, but CBP only searched for a limited set of categories. USCIS and DHS withheld several documents, including drafts, issue papers, briefing memos, and an email containing names of CBP officers, citing deliberative process and personal privacy exemptions. The group challenges the adequacy of CBP's search and the agencies' withholdings. How would a federal court likely rule on these challenges based on the provided case precedent?","Based on the provided case precedent, a federal court would likely rule as follows:
1.  **CBP's Search:** The court would find CBP's search insufficient. CBP only searched for two out of seven requested categories, relying on the assertion that DHS and USCIS were the ""likely custodians"" for the others. The court found this justification inadequate, as CBP's role was not sufficiently limited to excuse it from searching other relevant categories, nor was the search description for the categories it *did* search adequately detailed. CBP would be ordered to conduct a more comprehensive search.
2.  **Exemption 5 (Deliberative Process) Withholdings by DHS and USCIS:** The court would likely find that DHS and USCIS did not adequately justify these withholdings. The agencies' descriptions of the documents (drafts, issue papers, briefing memos, meeting topics) and their role in a deliberative process were deemed too broad and conclusory, lacking specific detail on the decision or policy involved, the nature of the deliberation, or the specific foreseeable harm disclosure would cause. The agencies would be given an opportunity to supplement their Vaughn indices with more detailed justifications or release the documents, and in camera inspection would likely be ordered given the small number of documents.
3.  **Exemptions 6 and 7(C) (Personal Privacy) Withholdings by USCIS for CBP Officer Names:** The court would find these withholdings improper. While the document (an email concerning job duties) was considered a ""similar file"" under Exemption 6, the privacy interest in the CBP officers' names was deemed de minimis, especially compared to unredacted USCIS asylum officers' names in the same document. Even if a substantial privacy interest existed, the public interest in understanding government operations, particularly given that CBP officers were instructed not to disclose their identity during interviews, would significantly outweigh it. The court would order the unredacted document to be produced.",,,,,,,
"An alien petitions for review of a BIA decision denying cancellation of removal and voluntary departure, challenging the BIA's finding that he lacked good moral character, as well as asserting that the BIA's decision was ultra vires because temporary BIA members' terms had expired. Under what circumstances will a U.S. Court of Appeals have jurisdiction to review these claims, and how are such claims typically resolved?","The U.S. Court of Appeals for the Fifth Circuit will review an ultra vires claim against the BIA, considering it a ""question of law"" on which the validity of the final order is contingent, and will deny such a claim if it is found that the BIA members were properly reappointed by the Attorney General. However, the court lacks jurisdiction to review the BIA's factual finding that an alien lacks ""good moral character"" for cancellation of removal and voluntary departure purposes, as this is an ""authoritative decision"" regarding the granting or denying of discretionary relief under 8 U.S.C. § 1252(a)(2)(B). The court will also dismiss arguments disguised as legal questions that essentially ask to reweigh facts, or arguments that are inadequately briefed, or unexhausted arguments where the government properly raises the exhaustion defense.",,,,,,,
"A plaintiff filed a lawsuit in the District of Columbia challenging the denial of an immigrant visa petition by the United States Citizenship and Immigration Services (USCIS). The petition was processed and denied at a USCIS service center located in the Northern District of Texas, and the plaintiff resides in Maryland. The government has moved to transfer the case to either the Northern District of Texas or the District of Maryland. In which district would venue be proper for this action, and should the case be transferred there?","Venue would be proper in the Northern District of Texas, and the case should be transferred there.
An action against the federal government can be brought in any judicial district where a substantial part of the events or omissions giving rise to the claim occurred. Here, the plaintiff's Form I-140 petition was processed and denied at USCIS’s Texas Service Center, located in the Northern District of Texas, meaning a substantial part of the events occurred there. The plaintiff's argument that the events in Texas were merely a byproduct of D.C. policy decisions is rejected because the claim focuses on the application of eligibility criteria to a specific petition in Texas, not a challenge to national policy from D.C.

The case should be transferred to the Northern District of Texas based on both public and private interests.
*   **Public Interests:** The controversy is local to the Northern District of Texas, where the petition was processed and denied. Courts routinely find that cases challenging immigration petition denials should be decided where the petition was processed. The familiarity of courts with federal law is neutral, and while the Northern District of Texas is marginally more congested than the D.C. court, it does not have such enormous backlogs to prevent transfer, especially given the strong local interest.
*   **Private Interests:** The government prefers the Northern District of Texas. The claim arose in that district. Convenience to the parties, witnesses, and evidence also favors the Northern District of Texas, as any relevant witnesses or documents are most likely located there. The plaintiff's choice to litigate in D.C. receives only minimal deference because the plaintiff does not reside in D.C. and the factual allegations lack a significant nexus to D.C. officials or their specific actions.

Therefore, considering all factors, the case should be transferred to the Northern District of Texas. The transferring court found it appropriate to transfer the case without fully resolving its own subject matter jurisdiction, leaving that question for the transferee court to determine.",,,,,,,
"Under U.S. immigration law, can a foreign-born child claim citizenship through a parent who never actually resided in the U.S., by arguing that the parent constructively satisfied statutory physical presence requirements for citizenship transmission, particularly when a foreign government's actions, rather than a U.S. government error, prevented actual physical presence?","No, the court affirmed that the constructive physical presence doctrine does not apply to transmit United States citizenship under the Immigration and Nationality Act of 1952 in such circumstances. The Act's plain language provides only limited exceptions to physical presence requirements (for military service or government employment), and courts decline to read broader equitable exceptions into the statute. The precedent allowing constructive physical presence for transmission (*Matter of Navarrete*) is specifically limited to scenarios where a U.S. government error prevented compliance with the physical presence requirements. Since no U.S. government error caused the father's inability to reside in the U.S., the doctrine does not apply. Consequently, the related equal protection claim also fails because there was no differential treatment compared to a similarly situated individual (i.e., one affected by U.S. government error).",,,,,,,
"An individual, who is a lawful permanent resident, was convicted in a New York State court of criminal possession of a weapon in the second degree, in violation of N.Y. Penal Law § 265.03(1)(b). Is this conviction considered a ""crime of violence"" under 18 U.S.C. § 16, making the individual removable as an alien convicted of an aggravated felony and ineligible for cancellation of removal?","Yes, a conviction for criminal possession of a weapon in the second degree in violation of N.Y. Penal Law § 265.03(1)(b) constitutes a ""crime of violence"" under 18 U.S.C. § 16, because it involves a substantial risk that physical force against the person or property of another may be used in the course of committing the offense. This consequently qualifies it as an aggravated felony under 8 U.S.C. § 1101(a)(43)(F) and 8 U.S.C. § 1227(a)(2)(A)(iii), triggering removability and ineligibility for cancellation of removal.",,,,,,,
"A beneficiary of an I-140 petition requests to port to a new employer under 8 U.S.C. § 1154(j) while the I-140 petition is still pending. USCIS subsequently issues a Request for Evidence (RFE) for the I-140 petition but sends it only to the original petitioning employer. The original employer fails to respond, and USCIS denies the petition. The beneficiary attempts to appeal the denial but is told they are not a recognized party. Did USCIS act improperly in this scenario?","Yes, USCIS acted improperly. The court ruled that when an I-140 petition is pending before USCIS and the agency receives notice that the beneficiary has requested to port to a new employer, USCIS acts inconsistently with the portability provision (8 U.S.C. § 1154(j)) if it continues to treat only the original employer as a party to the petition adjudication proceeding. Regulations preventing I-140 beneficiaries from being recognized as parties to petition proceedings and from appealing denials are deemed a ""mere nullity"" in this context because they conflict with the statutory scheme created by the portability provision. USCIS should have treated the I-140 beneficiary as a party, sent the Request for Evidence to the beneficiary, and permitted the beneficiary to appeal the denial. Consequently, the court vacated the denial of the I-140 petition and remanded the case for USCIS to provide the beneficiary an opportunity to respond to the request for evidence.",,,,,,,
"An alien from El Salvador seeks asylum and withholding of removal in the U.S. The Department of Homeland Security presents an Interpol Red Notice indicating an active warrant for the alien's arrest in El Salvador for violating Article 345 of the Salvadoran Penal Code, which proscribes participation in an illicit organization whose purpose is the commission of crimes. The Red Notice also suggests the alien is a ""hit man"" for a gang. Can the Interpol Red Notice constitute sufficient evidence to trigger the serious nonpolitical crime bar, and how would the court assess the ""seriousness"" of such a crime for purposes of asylum and withholding eligibility?","Yes, an Interpol Red Notice may constitute reliable evidence indicating that the serious nonpolitical crime bar for asylum and withholding of removal applies to an alien. The Department of Homeland Security (DHS) can meet its burden to shift the burden of proof to the alien by presenting ""some evidence from which a reasonable factfinder could conclude that one or more grounds for mandatory denial of the application for relief may apply,"" which an Interpol Red Notice, corroborated by other evidence like a Form I-213, can satisfy. An Interpol Red Notice is considered reliable for what it purports to be: a request by a member country for provisional arrest based on a valid national arrest warrant for a serious ordinary law crime.

Once the burden shifts, the alien must prove by a preponderance of the evidence that the serious nonpolitical crime bar does not apply. Regarding the ""seriousness"" of the crime, a violation of Article 345 of the Salvadoran Penal Code, which criminalizes participation in an illicit organization whose purpose is the commission of crimes and uses violent means, is considered ""serious."" This assessment takes into account whether the conduct involved a substantial risk of violence and harm to persons and the maximum term of imprisonment (e.g., up to 9 years for Article 345). The Board does not need to explicitly consider the atrociousness of the acts in every case to determine that a crime is serious.",,,,,,,
"An asylum seeker submitted a Freedom of Information Act (FOIA) request for all documents related to their asylum application, which was granted in 2013. The government, however, is withholding some documents from 2010-2012 under FOIA Exemption 5, claiming they are predecisional and deliberative. The asylum seeker believes the final decision to grant asylum was actually made in 2010, not 2013, and thus these documents should be disclosed as post-decisional. Based on similar circumstances, what is the likely outcome regarding the disclosure of these documents?","The court is likely to find that the documents are predecisional and generally protected under FOIA Exemption 5 by the deliberative-process privilege, as the final asylum decision was not made until all official agency processes, including vetting and Headquarters approval, were complete in 2013. However, the court will likely order the government to re-assess the documents and release any reasonably segregable, non-exempt factual material that does not expose the deliberative process.",,,,,,,
"Imagine a noncitizen, Ms. A, was convicted under a state law that criminalizes accessory-after-the-fact with a ""general intent"" requirement. Federal immigration authorities classify this conviction as an ""aggravated felony"" related to obstruction of justice, which generically requires ""specific intent,"" and initiate expedited removal proceedings. Ms. A argues the state law is not a categorical match and that the expedited removal process violated her due process rights due to procedural errors. What is the likely outcome regarding her aggravated felony classification and the validity of her removal order, based on a federal court's review?","Based on the ruling, the noncitizen's state conviction for accessory-after-the-fact, which requires only general intent under state law, would *not* be considered a categorical match for the generic federal offense of obstruction of justice, which requires specific intent, and thus would not be an aggravated felony under 8 U.S.C. § 1101(a)(43)(S). Consequently, the noncitizen was improperly designated as an aggravated felon. Furthermore, the expedited removal order would be found to violate the noncitizen's due process rights due to DHS's failure to follow regulatory procedures, such as issuing a Final Administrative Removal Order (FARO) before or on the same day as the Notice of Intent (NOI) and not providing the required response period, which prejudiced the noncitizen by preventing a challenge to the aggravated felony designation. The court would grant the petition for review, vacate the removal order, and remand the case, directing the government to facilitate the noncitizen's return for further proceedings.",,,,,,,
"When a Board of Immigration Appeals (BIA) order is subject to a petition for judicial review, but the BIA subsequently grants a motion to reconsider, expressly vacates the initial order, and issues a new order with materially different reasoning, does the federal appellate court retain jurisdiction over the initial vacated order?","No, a federal appellate court does not retain jurisdiction over an initial Board of Immigration Appeals (BIA) order if the BIA subsequently grants a motion to reconsider, expressly vacates that initial order, and issues a new final order of removal that materially alters the reasoning and substance of the prior order. Such a petition for review is moot because the court cannot provide effective relief from an order that has been vacated and replaced by an order relying on materially different reasoning.",,,,,,,
"An individual, a lawful permanent resident, is convicted under Texas Penal Code § 22.04(a) for ""injury to a child by omission"" after a plea agreement indicated the victim was a child younger than 14. The Department of Homeland Security initiates removal proceedings, asserting the conviction is a ""crime of child abuse"" under 8 U.S.C. § 1227(a)(2)(E)(i). The individual argues that the Texas statute is indivisible and thus not a categorical match to the federal definition, and even if divisible, the state's definition of ""bodily injury"" is overbroad compared to the federal definition of child abuse. How would a federal court of appeals likely rule on these arguments based on precedent?","A federal court of appeals would likely rule that the Texas Penal Code § 22.04(a) is divisible as to victim class. This means the court can apply the modified categorical approach, consulting documents like the plea agreement to confirm that the conviction was for injuring a child. The court would likely reject the argument that the statute is overbroad, finding that ""bodily injury"" under Texas law, which includes ""any physical pain, however minor,"" is not demonstrably broader than the BIA's definition of child abuse, which encompasses ""the infliction on a child of physical harm, even if slight."" Furthermore, the court would likely find that the petitioner failed to provide specific examples of Texas courts applying § 22.04(a) to conduct that falls outside the generic federal definition of child abuse. Therefore, the individual would likely be found removable.",,,,,,,
